"year","month","day","hour","minute","second","height","CO2(ppm)","CO2_sd(ppm)","CH4(ppm)","CH4_sd(ppm)","H2O(ppm)","H2O_sd(ppm)"
2024,8,1,0,0,0,30,437.38751207054963,0.2156072415873537,1.9979106744698916,0.0007069383493747197,12888.494999999999,29.726885000000003
2024,8,1,1,0,0,30,438.4874327790529,0.17205827938993828,1.9987796529563928,0.0008732538443166373,12874.305,24.914425
2024,8,1,2,0,0,30,439.2645876131746,0.18349790705693653,2.004635663723018,0.001002230418589854,12787.18,31.424464999999998
2024,8,1,3,0,0,30,437.3598556638923,0.2004895536096434,2.0037202065545223,0.0012352558252237164,13105.67,34.581725
2024,8,1,4,0,0,30,432.52779269204996,0.1446645673171156,2.0029150907727207,0.0009213321449010221,13735.6,27.4863
2024,8,1,5,0,0,30,422.88917802510696,0.19960264499688724,2.0031694086513028,0.0008729227764725638,13946.305,30.766345
2024,8,1,6,0,0,30,417.6142241287671,0.17195417792188172,2.002475492774632,0.0008153410221579847,14067.46,28.6627
2024,8,1,7,0,0,30,408.6656801946781,0.1783756724892258,2.0014271015559304,0.000867667781215207,13401.895,24.267699999999998
2024,8,1,8,0,0,30,405.54169817275795,0.171211762874721,2.0020383869487315,0.001034495880073394,13198.415,30.038955
2024,8,1,9,0,0,30,401.64863783968,0.17544507928543346,1.9965902375129914,0.0011377668158477705,12793.335,27.24683
2024,8,1,10,0,0,30,400.5643204631,0.1659263780322376,1.996700115100077,0.001043560827128138,12799.325,28.323104999999998
2024,8,1,11,0,0,30,400.0321642633327,0.1736306479098202,1.9954804239349273,0.0009471610136278511,12742.34,33.967200000000005
2024,8,1,12,0,0,30,397.73082847462524,0.20429634487092452,1.9937886979625254,0.0008604307060980077,14741.240000000002,26.96884
2024,8,1,13,0,0,30,399.59556543859617,0.1824515278601872,1.991038840549781,0.0008826909452880366,14365.665,24.76551
2024,8,1,14,0,0,30,400.5181556393043,0.18750049576615094,1.9921937241636476,0.0009421145587750592,14050.69,26.298949999999998
2024,8,1,15,0,0,30,402.2595206671399,0.19034649505548873,1.9910729767472795,0.0011099591019904458,13873.695,42.337860000000006
2024,8,1,16,0,0,30,402.7042849756429,0.213275243959692,1.9946941657083943,0.000748745626628292,14081.635,22.980705
2024,8,1,17,0,0,30,404.38443342100055,0.16181644639699144,1.992752695268142,0.0009562774019661955,14398.73,27.964725
2024,8,1,18,0,0,30,408.7116601763149,0.19038976375792144,1.989209980338767,0.0008264579858711378,13997.715,27.53761
2024,8,1,19,0,0,30,412.5647790778333,0.1749829973796571,1.9860243985911339,0.0013525433392148744,13731.945,28.79714
2024,8,1,20,0,0,30,415.59049563457506,0.17278069196947454,1.986094205867036,0.0016479781598155029,13696.150000000001,32.365375
2024,8,1,21,0,0,30,418.1969130446914,0.18370980081602198,1.986131432323989,0.0009164634044371797,13763.185000000001,27.898740000000004
2024,8,1,22,0,0,30,420.22972665310544,0.17050160559291855,1.9848104884704516,0.0009848745019480623,13742.744999999999,29.465805
2024,8,1,23,0,0,30,421.9719400446429,0.17016080366847527,1.9860992767224082,0.001106399590537553,13724.970000000001,25.40244
2024,8,2,0,0,0,30,424.1163342189154,0.18491669978048392,1.989030435011982,0.0008397421918234723,13848.34,28.439805
2024,8,2,1,0,0,30,424.802314531398,0.18919286361733773,1.9913318901073096,0.0008323614755134409,13838.145,20.818975000000002
2024,8,2,2,0,0,30,423.29601491667745,0.1911489243742171,1.9950646424398242,0.0010174957977080253,13755.564999999999,29.106655
2024,8,2,3,0,0,30,422.8425090040147,0.1995173613776839,1.9957217123729523,0.0007560468175683275,13679.735,25.78085
2024,8,2,4,0,0,30,422.06154090311776,0.17869891331330046,1.9930558746745908,0.0013303725628879977,13737.11,37.348645000000005
2024,8,2,5,0,0,30,419.1897519663796,0.2188450672457662,1.9927196068903157,0.000844761980266409,13628.54,30.175465000000003
2024,8,2,6,0,0,30,411.3024783998605,0.17811387639472903,1.990798046375246,0.0011753280454879526,13587.375,27.19858
2024,8,2,7,0,0,30,409.57572249622973,0.20102608107035339,1.9895636197166735,0.001019250180694325,13306.63,32.10931
2024,8,2,8,0,0,30,404.9180658568979,0.17518155525736606,1.9913128496171946,0.000901502022508234,13293.775000000001,26.72255
2024,8,2,9,0,0,30,402.01058678167476,0.1911921998601206,1.9936556163460195,0.0011317317719652035,12860.19,30.751665
2024,8,2,10,0,0,30,401.168438458013,0.18704780349980568,1.9964606617281255,0.0008020201087656258,13030.025,27.005845
2024,8,2,11,0,0,30,399.2457031791702,0.1558260071640491,1.997777097472992,0.0010233803906371213,13106.475,35.532815
2024,8,2,12,0,0,30,399.780770569945,0.19174164277738773,2.0013742371868215,0.0012936953520599934,12860.05,30.451835
2024,8,2,13,0,0,30,399.55195742732496,0.18519321405317807,2.004750605169762,0.0008431295347634444,13079.615,39.541895
2024,8,2,14,0,0,30,399.72755622395744,0.1419907736659199,2.0062643388569095,0.0008633515109333983,13582.16,23.90526
2024,8,2,15,0,0,30,400.4747964914013,0.188096854930204,2.0117089727076083,0.0009401095091539018,15908.75,46.079375
2024,8,2,16,0,0,30,401.67996444728533,0.20766566369247097,2.0169515614143636,0.0007619845749886744,15972.349999999999,27.827675
2024,8,2,17,0,0,30,408.0046910343902,0.16394088039093077,2.0193206953020066,0.0008668078591632232,15672.795,33.517089999999996
2024,8,2,18,0,0,30,413.6811494712289,0.21110858316220849,2.02375588683185,0.0008277988717953587,15253.470000000001,39.58003
2024,8,2,19,0,0,30,419.07472561376443,0.20798556254041423,2.020141869435116,0.0008538798585535762,14873.32,25.61254
2024,8,2,20,0,0,30,426.0881482097705,0.23081543223006135,2.021759877345431,0.0007829104140448868,14916.95,29.27646
2024,8,2,21,0,0,30,429.58819808228327,0.16350118879597764,2.02293509798067,0.000805887473912823,14966.51,29.30666
2024,8,2,22,0,0,30,431.3713648494588,0.2133890173591727,2.023963847280318,0.00142987919341267,14573.965,34.48536
2024,8,2,23,0,0,30,436.6394649365369,0.1790713146208027,2.0266957916776436,0.0009395774185940688,14118.805,29.07698
2024,8,3,0,0,0,30,439.6383894544734,0.20170660299990284,2.0243738160671696,0.0010851414950906152,13954.865,29.49371
2024,8,3,1,0,0,30,439.67112245611645,0.15445267406237823,2.0163699190545525,0.0008530348060075441,13730.415,27.29679
2024,8,3,2,0,0,30,443.60500531991147,0.2108612163942409,2.0157803534605128,0.0008640862238611547,13796.215,26.434465
2024,8,3,3,0,0,30,441.29783996874875,0.14390080056195154,2.0137989490610693,0.0008788326746583281,14122.4,27.36467
2024,8,3,4,0,0,30,432.75085741275524,0.15062291177553128,2.008943526307356,0.0008536354320404768,14431.66,25.460414999999998
2024,8,3,5,0,0,30,426.0702432598289,0.15184395898147918,2.0085820074499248,0.0008429458931050372,14765.34,36.363475
2024,8,3,6,0,0,30,417.008595404753,0.18335920034605957,2.0053056271670298,0.001230921859259414,14752.625,36.244925
2024,8,3,7,0,0,30,410.5617134150155,0.17238714385843995,2.0022223002051707,0.0006598449116531698,14549.529999999999,28.82837
2024,8,3,8,0,0,30,407.0851842540425,0.20240896341901665,1.9990233622242894,0.0012106761621268809,13634.314999999999,36.12184499999999
2024,8,3,9,0,0,30,405.299155832319,0.17210204217016822,1.997790290326014,0.0008497090491286746,13421.305,22.618965
2024,8,3,10,0,0,30,404.2526849332653,0.17283721393721832,1.9978086006050424,0.0010305357610879786,13444.015,27.002135
2024,8,3,11,0,0,30,404.18558128708355,0.172766993644724,2.0001955868581103,0.0011237389137607732,13355.35,31.71726
2024,8,3,12,0,0,30,403.4892064741818,0.15171122060793615,2.0041989007786034,0.0007106625705842938,13509.,27.777430000000003
2024,8,3,13,0,0,30,402.68981618132625,0.17634338346042422,2.0212813826022633,0.0010856932942159623,13667.165,27.512965
2024,8,3,14,0,0,30,401.3783149014035,0.16772843588848968,2.019549683074069,0.0009787065372771162,14026.295,29.2836
2024,8,3,15,0,0,30,401.3059506702176,0.17291981853886085,2.018176723128472,0.0007567741092999697,14030.994999999999,35.713635
2024,8,3,16,0,0,30,401.82855123932165,0.2139583312860608,2.0220227314415644,0.001048377887789258,14052.439999999999,31.375349999999997
2024,8,3,17,0,0,30,403.2434304211288,0.17890416135725498,2.0227264906053994,0.0010481342168859088,14454.36,27.785584999999998
2024,8,3,18,0,0,30,408.48752052127134,0.19888642900028758,2.023543903725214,0.0007710895631275166,14476.235,26.075384999999997
2024,8,3,19,0,0,30,420.50287503793953,0.26052515186963665,2.0278656598470617,0.0013649141812340023,14421.45,39.01343
2024,8,3,20,0,0,30,421.88503431395065,0.2431963820020942,2.030323887627565,0.0013932681132552967,14481.27,39.836420000000004
2024,8,3,21,0,0,30,426.1371189841156,0.1999153200314721,2.03378119252217,0.0010653844595164132,14291.605,32.36143
2024,8,3,22,0,0,30,433.53764985656045,0.25962624530539186,2.0352764545981006,0.0010177615970745658,14120.630000000001,28.01509
2024,8,3,23,0,0,30,441.3359751354575,0.21305420461789015,2.0376822105508685,0.0007975504033591668,13954.64,28.39873
2024,8,4,0,0,0,30,445.6802684090006,0.13320666807511983,2.0370985163927866,0.0012034557364998485,13695.015,30.91044
2024,8,4,1,0,0,30,446.7544600029547,0.18212549476650663,2.0378019427454674,0.001378007431784964,13875.154999999999,36.40038
2024,8,4,2,0,0,30,449.6439324253041,0.22075682164197985,2.039917819354847,0.00111501005494138,13985.975,43.978184999999996
2024,8,4,3,0,0,30,455.5032672917891,0.21526629183149854,2.0416382953034864,0.0009219854817612876,14267.68,31.8657
2024,8,4,4,0,0,30,455.5470867392462,0.17456601408101147,2.045772121360923,0.0008727862472352228,14829.45,35.31886
2024,8,4,5,0,0,30,434.9600082685047,0.17683580022943196,2.0461825281995183,0.0008384848764354778,15283.92,19.726084999999998
2024,8,4,6,0,0,30,417.9260114213808,0.2138124157097112,2.035816064916112,0.0006810357256295733,14702.900000000001,30.680974999999997
2024,8,4,7,0,0,30,411.84569039487224,0.1705863198872846,2.036588204855624,0.0006546674549575175,14428.805,28.68684
2024,8,4,8,0,0,30,408.7358174053104,0.16959155854970737,2.033423863600407,0.0008497117907635063,14151.175,22.94324
2024,8,4,9,0,0,30,405.5650626204356,0.15083267461989316,2.0311313001863134,0.0007975294101691986,13924.835,24.68634
2024,8,4,10,0,0,30,404.5820924798956,0.21904151629433272,2.028759052312208,0.000916788491766238,14122.23,34.61372
2024,8,4,11,0,0,30,403.2742070909369,0.16384785408810543,2.0281510391977893,0.001246439726925702,13887.965,35.504720000000006
